SheetName,AvgRiseTimes,StdDevRiseTimes,AvgDecayTimes,StdDevDecayTimes,AvgPeakAmp,StdDevPeakAmp,AvgBurstDuration,StdDevBurstDuration,AvgISI,StdDevISI,AvgIBI,StdDevIBI,FiringRate
4AP 1,8.394326370290218,1.9045930283022734,40.87832560133476,5.149399496881062,0.2024244174640888,0.028749647083596515,37.84284984020518,5.207283556052675,38.916666666666664,7.866164453523492,,,0.10833333333333334
4AP 2,7.421421919802015,2.0032520322318073,30.421427920403165,5.916554450246435,0.1954253580171598,0.03193755573203658,37.84284984020518,6.323917652868708,38.0,4.6,669.75,0.0,0.1
